Rank_by_RMSE,Model,Z,mu_prior_sd,tau_halfcauchy_scale,sigma_y_used,sigma_c_used,Validation_RMSE,Validation_Bias,Validation_SE,Validation_Coverage,Rhat_mu,Rhat_tau,tau_accept_rate,Method_Type
66,Ind_FixedZ0p7_muSD5_HC5p0_sigY2p04_sigC0p849,0.7,5.0,5.0,2.0370767292768135,0.8487819705320057,1.7824393794505662,0.20788804960838886,1.772189598911216,0.9676025917926566,1.0268319304129927,1.5703330189018834,0.22899999999999998,Bayesian independent fixed Z
67,Ind_FixedZ0p7_muSD10_HC5p0_sigY2p04_sigC0p849,0.7,10.0,5.0,2.0370767292768135,0.8487819705320057,1.7824402414542613,0.2078954403285121,1.772189598911216,0.9676025917926566,1.0268320620987041,1.5703330189018834,0.22899999999999998,Bayesian independent fixed Z
68,Ind_FixedZ0p7_muSD5_HC2p5_sigY1p36_sigC1p02,0.7,5.0,2.5,1.3580511528512091,1.0185383646384067,1.783126383814785,0.17598954175774276,1.7763396248356853,0.8833693304535637,1.0044542223977106,1.408429965922714,0.1965,Bayesian independent fixed Z
69,Ind_FixedZ0p7_muSD10_HC2p5_sigY1p36_sigC1p02,0.7,10.0,2.5,1.3580511528512091,1.0185383646384067,1.783127085567583,0.17599665177624962,1.7763396248356853,0.8833693304535637,1.0044546799378617,1.408429965922714,0.1965,Bayesian independent fixed Z
70,Ind_FixedZ0p7_muSD5_HC5p0_sigY1p7_sigC1p19,0.7,5.0,5.0,1.6975639410640113,1.1882947587448078,1.7839700927921365,0.19454564159990617,1.7752487144200484,0.937365010799136,1.3057908891808312,0.9998753306180965,0.20800000000000002,Bayesian independent fixed Z
71,Ind_FixedZ0p7_muSD10_HC5p0_sigY1p7_sigC1p19,0.7,10.0,5.0,1.6975639410640113,1.1882947587448078,1.7839712464779305,0.19455622053472293,1.7752487144200482,0.937365010799136,1.3058033154652704,0.9998753306180965,0.20800000000000002,Bayesian independent fixed Z
72,Ind_FixedZ0p7_muSD5_HC2p5_sigY2p04_sigC0p849,0.7,5.0,2.5,2.0370767292768135,0.8487819705320057,1.7842030243877403,0.22250176398371502,1.7721897959897344,0.9697624190064795,1.009299936481811,1.092450046511847,0.20800000000000002,Bayesian independent fixed Z
73,Ind_FixedZ0p7_muSD10_HC2p5_sigY2p04_sigC0p849,0.7,10.0,2.5,2.0370767292768135,0.8487819705320057,1.7842039546535327,0.2225092235005345,1.7721897959897344,0.9697624190064795,1.009300070853778,1.092450046511847,0.20800000000000002,Bayesian independent fixed Z
74,Ind_FixedZ0p7_muSD5_HC5p0_sigY2p04_sigC1p02,0.7,5.0,5.0,2.0370767292768135,1.0185383646384067,1.7858190197667136,0.19188653821257645,1.7774004475732852,0.9654427645788337,1.002013062250829,1.042726281405818,0.225,Bayesian independent fixed Z
75,Ind_FixedZ0p7_muSD10_HC5p0_sigY2p04_sigC1p02,0.7,10.0,5.0,2.0370767292768135,1.0185383646384067,1.7858200407442737,0.1918960398511146,1.7774004475732852,0.9654427645788337,1.0020131504858,1.042726281405818,0.225,Bayesian independent fixed Z
