ID,timepoint,is_original_missing,is_validation_holdout,posterior_mean,posterior_se,ci_2_5,ci_97_5
15,Y_t2,True,False,0.4442189892469006,1.4350770711898804,-2.292048454284668,3.248164653778076
15,Y_t3,True,False,0.31993391173367397,1.3842084407806396,-2.4181196689605713,2.920468330383301
16,Y_t2,True,False,0.3491485720652696,1.3891501426696777,-2.2672481536865234,3.149885892868042
16,Y_t3,True,False,0.3550478465650062,1.3643404245376587,-2.2030534744262695,3.185756206512451
17,Y_t2,True,False,0.34105509191726857,1.4189857244491577,-2.3932418823242188,2.975214719772339
17,Y_t3,True,False,0.29415947189464403,1.417936086654663,-2.5479533672332764,3.0573432445526123
18,Y_t2,True,False,0.3332121109360819,1.448885440826416,-2.4961185455322266,3.17297101020813
18,Y_t3,True,False,0.39642860952143144,1.4139041900634766,-2.3204565048217773,3.1689939498901367
19,Y_t2,True,False,0.40945226635034604,1.4298115968704224,-2.475602626800537,3.0490238666534424
19,Y_t3,True,False,0.37071708571112166,1.406483769416809,-2.4760513305664062,3.022531270980835
20,Y_t3,True,False,0.38760133442135114,1.4086723327636719,-2.401498556137085,3.17515230178833
21,Y_t2,True,False,0.2803339103008041,1.473914623260498,-2.5137274265289307,3.0868804454803467
21,Y_t3,True,False,0.2633473580395065,1.4318348169326782,-2.6784911155700684,3.0377864837646484
22,Y_t2,True,False,0.373573003160657,1.4032232761383057,-2.235149383544922,3.09479022026062
22,Y_t3,True,False,0.3275264997527607,1.4350101947784424,-2.512514352798462,3.118943452835083
23,Y_t1,False,True,0.3566074685865006,1.4621949195861816,-2.5711822509765625,3.2709708213806152
24,Y_t2,True,False,0.3629400280238494,1.4544662237167358,-2.435283660888672,3.238738536834717
24,Y_t3,True,False,0.3632935784548181,1.4434683322906494,-2.5800533294677734,3.1950111389160156
27,Y_t2,True,False,0.37662596937530285,1.425230622291565,-2.2374186515808105,3.1209359169006348
27,Y_t3,True,False,0.39470004381961665,1.4395387172698975,-2.3322641849517822,3.2370574474334717
28,Y_t2,False,True,0.37217098243772023,1.3978933095932007,-2.369009017944336,3.0502960681915283
29,Y_t1,False,True,0.3833054162933618,1.4091802835464478,-2.203451633453369,3.247103452682495
29,Y_t2,True,False,0.35981195524231485,1.473379373550415,-2.5769989490509033,3.1686601638793945
29,Y_t3,True,False,0.33418970163224193,1.4005236625671387,-2.359891414642334,3.0083906650543213
30,Y_t1,False,True,0.3220865660881573,1.4384499788284302,-2.509971857070923,3.2015790939331055
32,Y_t1,False,True,0.3868510681384192,1.4357558488845825,-2.4764626026153564,3.140260696411133
34,Y_t1,False,True,0.3611870581500439,1.430334448814392,-2.4622349739074707,3.2844181060791016
34,Y_t2,False,True,0.35180483074379737,1.4339268207550049,-2.471226930618286,3.1618833541870117
35,Y_t2,True,False,0.35642305570300775,1.442307472229004,-2.3772876262664795,3.1383626461029053
35,Y_t3,True,False,0.3113085266843123,1.4300312995910645,-2.474597692489624,2.933734178543091
36,Y_t1,False,True,0.3505934632392844,1.384893536567688,-2.4622764587402344,3.03842830657959
36,Y_t2,True,False,0.3829892871146134,1.3910274505615234,-2.266941785812378,3.026644468307495
36,Y_t3,True,False,0.47348587104117024,1.4036550521850586,-2.205605983734131,3.3375349044799805
37,Y_t1,False,True,0.311784090297053,1.4596775770187378,-2.4305593967437744,3.1439223289489746
37,Y_t2,False,True,0.37118267379950143,1.4508377313613892,-2.449277639389038,3.388089418411255
38,Y_t2,False,True,0.3450190635496998,1.4199002981185913,-2.409257411956787,3.1059722900390625
38,Y_t3,True,False,0.39016657279091793,1.4575817584991455,-2.4901275634765625,3.3508830070495605
40,Y_t1,False,True,0.43016863143600936,1.4433660507202148,-2.343879461288452,3.2728006839752197
40,Y_t2,False,True,0.3294099063020764,1.4636032581329346,-2.5535707473754883,3.2125601768493652
42,Y_t2,False,True,0.4013979143928871,1.438260793685913,-2.235076427459717,3.183014392852783
44,Y_t3,True,False,0.39749311168737517,1.4231061935424805,-2.4595673084259033,3.121522903442383
45,Y_t2,True,False,0.35644501617936764,1.456801414489746,-2.5526676177978516,3.262293577194214
45,Y_t3,True,False,0.3512825484519019,1.4569886922836304,-2.480133533477783,3.1208839416503906
46,Y_t2,True,False,0.4138626418827119,1.43183434009552,-2.2592551708221436,3.302640438079834
46,Y_t3,True,False,0.3782155585037078,1.3885502815246582,-2.357727289199829,3.0372862815856934
48,Y_t1,False,True,0.2402307305163171,1.3661710023880005,-2.2927446365356445,2.9542860984802246
48,Y_t2,False,True,0.2843526979241917,1.425920844078064,-2.622373342514038,3.0409295558929443
48,Y_t3,True,False,0.2979169378441566,1.387429118156433,-2.368748426437378,3.0675668716430664
